"","N","layer_N","y_bar","y_bar1","rmse","rmse1","rang","R_squared","y_min","y_max","sum_f","nrmse_mean_not_sum","y_bar2"
"1","10_1",10,50.0075032321922,50.0410203255113,14.7122319522748,14.7171614990549,236.344719039795,0.753147835926022,5.8554501947428,242.200169234538,9098.10475089995,0.311135000990593,47.3015297288904
"2","10_10",10,48.7184092597291,48.7510623490453,12.9189159541021,12.9232446243372,234.400817787557,0.809710881812563,5.97256020264544,240.373377990202,12688.8908444396,0.273209866539349,47.3015297288904
"3","10_100",10,49.401437869296,49.4345487525864,13.3032603159257,13.3077177663158,234.331866570796,0.805350698969899,6.04151141940639,240.373377990202,12337.8597899864,0.281337999903792,47.3015297288904
"4","10_11",10,47.3959117137443,47.4276784106034,12.7480530967334,12.752324516889,237.6576083574,0.781390509475363,2.71576963280204,240.373377990202,10658.7618573354,0.269596450473784,47.3015297288904
"5","10_12",10,50.4338779961491,50.4676808634387,11.9928226675072,11.9968410367496,234.405750276539,0.839610915823983,5.96762771366317,240.373377990202,15610.2877190784,0.253624800413638,47.3015297288904
"6","10_13",10,48.8058766723265,48.8385883859139,11.5443815759269,11.548249688475,235.082409832351,0.84129929268589,5.29096815785147,240.373377990202,15808.086386306,0.244141146272943,47.3015297288904
"7","10_14",10,48.13967798324,48.1719431829607,12.0220209552377,12.0260491077901,234.903034956171,0.811031184822293,5.47034303403102,240.373377990202,12798.3815258921,0.254242287230827,47.3015297288904
"8","10_15",10,49.1836390292681,49.2166039347837,13.1188801036512,13.1232757747759,236.120010749825,0.781779935572992,4.25336724037692,240.373377990202,10683.1045715251,0.277438718155464,47.3015297288904
"9","10_16",10,47.0917054807938,47.1232682860758,11.4677303094346,11.4715727388637,235.659716839141,0.822768926374494,4.7136611510611,240.373377990202,13843.4919354664,0.242520121539689,47.3015297288904
"10","10_17",10,48.5800952884304,48.6126556740125,12.8029368817911,12.8072266915552,203.142933022491,0.79433382041598,4.60773904758037,207.750672070071,11517.2239659014,0.27075713544488,47.3015297288904
"11","10_18",10,48.0284010634935,48.0605916808282,11.9772638669214,11.981277022962,297.127542134482,0.819046594157557,5.07578864656914,302.203330781051,13497.3803472063,0.253295762137777,47.3015297288904
"12","10_19",10,49.6187693825657,49.6520259304093,12.4394667047508,12.4436347285585,233.168927295129,0.809686385901819,7.20445069507332,240.373377990202,12686.8737909292,0.263070450361317,47.3015297288904
"13","10_2",10,51.547398295164,51.5819474897318,16.0416167067024,16.046991683133,217.543778995703,0.733000527998736,4.25336724037692,221.79714623608,8186.56141193376,0.339248894805444,47.3015297288904
"14","10_20",10,48.8482574520674,48.8809975710031,12.7686453407793,12.7729236606651,229.704557201324,0.789948572973801,4.60773904758037,234.312296248904,11214.523404852,0.270031936258158,47.3015297288904
"15","10_21",10,48.2416794890268,48.2740130543679,13.6841382893291,13.6887233584105,235.271194519121,0.775939766136004,5.10218347108069,240.373377990202,10326.9212153999,0.289392825916363,47.3015297288904
